,fecha,autoridad_ambiental,nombre_de_la_estaci_n,tecnolog_a,latitud,longitud,c_digo_del_departamento,departamento,c_digo_del_municipio,nombre_del_municipio,tipo_de_estaci_n,tiempo_de_exposici_n,variable,unidades,concentraci_n,geocoded_column
94,18/09/2012 12:00:00 a. m.,CAM,CAM Norte,Manual,2.9625,-75.297467,41,HUILA,41001,NEIVA,Fija,24,PM2.5,µg/m3,10.22,"{'latitude': '2.9625', 'longitude': '-75.297467'}"
95,19/09/2012 12:00:00 a. m.,CAM,CAM Norte,Manual,2.9625,-75.297467,41,HUILA,41001,NEIVA,Fija,24,PM2.5,µg/m3,18.22,"{'latitude': '2.9625', 'longitude': '-75.297467'}"
96,20/09/2012 12:00:00 a. m.,CAM,CAM Norte,Manual,2.9625,-75.297467,41,HUILA,41001,NEIVA,Fija,24,PM2.5,µg/m3,18.22,"{'latitude': '2.9625', 'longitude': '-75.297467'}"
97,21/09/2012 12:00:00 a. m.,CAM,CAM Norte,Manual,2.9625,-75.297467,41,HUILA,41001,NEIVA,Fija,24,PM2.5,µg/m3,12.89,"{'latitude': '2.9625', 'longitude': '-75.297467'}"
98,22/09/2012 12:00:00 a. m.,CAM,CAM Norte,Manual,2.9625,-75.297467,41,HUILA,41001,NEIVA,Fija,24,PM2.5,µg/m3,11.56,"{'latitude': '2.9625', 'longitude': '-75.297467'}"
99,23/09/2012 12:00:00 a. m.,CAM,CAM Norte,Manual,2.9625,-75.297467,41,HUILA,41001,NEIVA,Fija,24,PM2.5,µg/m3,9.33,"{'latitude': '2.9625', 'longitude': '-75.297467'}"
100,24/09/2012 12:00:00 a. m.,CAM,CAM Norte,Manual,2.9625,-75.297467,41,HUILA,41001,NEIVA,Fija,24,PM2.5,µg/m3,9.33,"{'latitude': '2.9625', 'longitude': '-75.297467'}"
101,25/09/2012 12:00:00 a. m.,CAM,CAM Norte,Manual,2.9625,-75.297467,41,HUILA,41001,NEIVA,Fija,24,PM2.5,µg/m3,12.89,"{'latitude': '2.9625', 'longitude': '-75.297467'}"
102,26/09/2012 12:00:00 a. m.,CAM,CAM Norte,Manual,2.9625,-75.297467,41,HUILA,41001,NEIVA,Fija,24,PM2.5,µg/m3,12.44,"{'latitude': '2.9625', 'longitude': '-75.297467'}"
103,12/10/2012 12:00:00 a. m.,CAM,CAM Norte,Manual,2.9625,-75.297467,41,HUILA,41001,NEIVA,Fija,24,PM2.5,µg/m3,2.65,"{'latitude': '2.9625', 'longitude': '-75.297467'}"
104,13/10/2012 12:00:00 a. m.,CAM,CAM Norte,Manual,2.9625,-75.297467,41,HUILA,41001,NEIVA,Fija,24,PM2.5,µg/m3,12.83,"{'latitude': '2.9625', 'longitude': '-75.297467'}"
105,14/10/2012 12:00:00 a. m.,CAM,CAM Norte,Manual,2.9625,-75.297467,41,HUILA,41001,NEIVA,Fija,24,PM2.5,µg/m3,9.29,"{'latitude': '2.9625', 'longitude': '-75.297467'}"
106,15/10/2012 12:00:00 a. m.,CAM,CAM Norte,Manual,2.9625,-75.297467,41,HUILA,41001,NEIVA,Fija,24,PM2.5,µg/m3,9.29,"{'latitude': '2.9625', 'longitude': '-75.297467'}"
107,16/10/2012 12:00:00 a. m.,CAM,CAM Norte,Manual,2.9625,-75.297467,41,HUILA,41001,NEIVA,Fija,24,PM2.5,µg/m3,8.41,"{'latitude': '2.9625', 'longitude': '-75.297467'}"
108,17/10/2012 12:00:00 a. m.,CAM,CAM Norte,Manual,2.9625,-75.297467,41,HUILA,41001,NEIVA,Fija,24,PM2.5,µg/m3,9.73,"{'latitude': '2.9625', 'longitude': '-75.297467'}"
109,18/10/2012 12:00:00 a. m.,CAM,CAM Norte,Manual,2.9625,-75.297467,41,HUILA,41001,NEIVA,Fija,24,PM2.5,µg/m3,10.62,"{'latitude': '2.9625', 'longitude': '-75.297467'}"
110,19/10/2012 12:00:00 a. m.,CAM,CAM Norte,Manual,2.9625,-75.297467,41,HUILA,41001,NEIVA,Fija,24,PM2.5,µg/m3,8.41,"{'latitude': '2.9625', 'longitude': '-75.297467'}"
111,20/10/2012 12:00:00 a. m.,CAM,CAM Norte,Manual,2.9625,-75.297467,41,HUILA,41001,NEIVA,Fija,24,PM2.5,µg/m3,12.83,"{'latitude': '2.9625', 'longitude': '-75.297467'}"
112,21/10/2012 12:00:00 a. m.,CAM,CAM Norte,Manual,2.9625,-75.297467,41,HUILA,41001,NEIVA,Fija,24,PM2.5,µg/m3,11.95,"{'latitude': '2.9625', 'longitude': '-75.297467'}"
113,22/10/2012 12:00:00 a. m.,CAM,CAM Norte,Manual,2.9625,-75.297467,41,HUILA,41001,NEIVA,Fija,24,PM2.5,µg/m3,9.29,"{'latitude': '2.9625', 'longitude': '-75.297467'}"
114,23/10/2012 12:00:00 a. m.,CAM,CAM Norte,Manual,2.9625,-75.297467,41,HUILA,41001,NEIVA,Fija,24,PM2.5,µg/m3,11.06,"{'latitude': '2.9625', 'longitude': '-75.297467'}"
115,24/10/2012 12:00:00 a. m.,CAM,CAM Norte,Manual,2.9625,-75.297467,41,HUILA,41001,NEIVA,Fija,24,PM2.5,µg/m3,18.14,"{'latitude': '2.9625', 'longitude': '-75.297467'}"
116,09/11/2012 12:00:00 a. m.,CAM,CAM Norte,Manual,2.9625,-75.297467,41,HUILA,41001,NEIVA,Fija,24,PM2.5,µg/m3,12.09,"{'latitude': '2.9625', 'longitude': '-75.297467'}"
